paired_design_id,address_id,record_id,support_id,relation,carrier,entitlement_status,delta,control_response_lambda,reliability_target,scenario_axis_semantics,probability_semantics,discovery_partition_design_id,confirmation_partition_design_id,discovery_minimum_nominal_k,confirmation_minimum_nominal_k,minimum_total_nominal_objects,maximum_partition_nominal_k,partition_allocation_imbalance,discovery_robust_probability_at_selected_k,confirmation_robust_probability_at_selected_k,paired_robust_probability_at_selected_allocations,discovery_robust_final_tested_probability,confirmation_robust_final_tested_probability,paired_robust_final_tested_probability,partition_final_probability_gap,maximum_simulator_probability_spread_across_partitions,discovery_selected_support_efficiency_min,confirmation_selected_support_efficiency_min,paired_selected_support_efficiency_min,discovery_selected_mean_effective_clusters_min,confirmation_selected_mean_effective_clusters_min,paired_selected_mean_effective_clusters_min,discovery_design_class,confirmation_design_class,material_nonmonotone_any_partition,paired_design_class,paired_design_action,sealed_candidate_eligible,partition_separation_required,pooled_evaluation_prohibited,posthoc_object_migration_prohibited,confirmation_protocol_sealed_before_confirmation_access,simulator_stress_test_not_observed_evidence,extrapolation_beyond_tested_k_prohibited,target_global_rank,address_target_rank,sealed_candidate_status,candidate_interpretation
PP-38df9acc0b637ad805379e51,03ef63db7584762143dc3914,three_way__no_window,114bd7932e0008f8ef79,three_way,no_window,fl3_entitlement_capped,0.25,0.5,0.5,simulated stress-test axes; not observed facts or operationally selectable campaign properties,frozen conditional gate-passage probability,PD-5e9900729c0840a8ac493605,PD-eb0284e5ab1ee75fa730c8db,8.0,12.0,20.0,12.0,4.0,0.532,0.552,0.532,0.694,0.552,0.552,0.1419999999999999,0.027000000000000024,0.7545,0.4969166666666667,0.4969166666666667,6.036,5.963,5.963,robust_target_reached,robust_target_reached,False,paired_robust_candidate_within_tested_envelope,seal_for_targeted_design_evaluation,True,True,True,True,True,True,True,33,18,sealed_scenario_conditioned_candidate_for_targeted_evaluation,prospective design candidate only; not observed evidence and not a guarantee of passage
PP-1830de28dee2133642fed443,fe17c18b39eb86c6e9f982bd,C_vs_Cp3__path_shares_only,28ecf7e42b861405b6b3,C_vs_Cp3,path_shares_only,fl3_entitled,0.25,0.0,0.5,simulated stress-test axes; not observed facts or operationally selectable campaign properties,frozen conditional gate-passage probability,PD-153abc07826988a72c358d4b,PD-3473c491c530ab5cceb5a355,12.0,12.0,24.0,12.0,0.0,0.577,0.549,0.549,0.577,0.549,0.549,0.027999999999999914,0.032,0.7426666666666667,0.7465,0.7426666666666667,8.912,8.958,8.912,robust_target_reached,robust_target_reached,False,paired_robust_candidate_within_tested_envelope,seal_for_targeted_design_evaluation,True,True,True,True,True,True,True,34,16,sealed_scenario_conditioned_candidate_for_targeted_evaluation,prospective design candidate only; not observed evidence and not a guarantee of passage
PP-0fb76f7c71819e8a6d8e9e43,fe17c18b39eb86c6e9f982bd,C_vs_Cp3__path_shares_only,28ecf7e42b861405b6b3,C_vs_Cp3,path_shares_only,fl3_entitled,0.25,0.25,0.5,simulated stress-test axes; not observed facts or operationally selectable campaign properties,frozen conditional gate-passage probability,PD-2f7192a7d71d6ffb5e6e132c,PD-ba34c50518ee6630b32df20a,12.0,12.0,24.0,12.0,0.0,0.57,0.535,0.535,0.57,0.535,0.535,0.03499999999999992,0.040000000000000036,0.7447499999999999,0.75025,0.7447499999999999,8.937,9.003,8.937,robust_target_reached,robust_target_reached,False,paired_robust_candidate_within_tested_envelope,seal_for_targeted_design_evaluation,True,True,True,True,True,True,True,35,17,sealed_scenario_conditioned_candidate_for_targeted_evaluation,prospective design candidate only; not observed evidence and not a guarantee of passage
PP-d44aa8d572647d71d144b952,fe17c18b39eb86c6e9f982bd,C_vs_Cp3__path_shares_only,28ecf7e42b861405b6b3,C_vs_Cp3,path_shares_only,fl3_entitled,2.0,0.0,0.8,simulated stress-test axes; not observed facts or operationally selectable campaign properties,frozen conditional gate-passage probability,PD-e8ed271477e9ae176f323940,PD-8de9918da225975be567c069,6.0,6.0,12.0,6.0,0.0,0.824,0.817,0.817,1.0,1.0,1.0,0.0,0.02400000000000002,0.7453333333333334,0.7531666666666667,0.7453333333333334,4.472,4.519,4.472,robust_target_reached,robust_target_reached,False,paired_robust_candidate_within_tested_envelope,seal_for_targeted_design_evaluation,True,True,True,True,True,True,True,1,1,sealed_scenario_conditioned_candidate_for_targeted_evaluation,prospective design candidate only; not observed evidence and not a guarantee of passage
PP-7d64609d78fe178970622989,fe17c18b39eb86c6e9f982bd,C_vs_Cp3__path_shares_only,28ecf7e42b861405b6b3,C_vs_Cp3,path_shares_only,fl3_entitled,2.0,0.25,0.8,simulated stress-test axes; not observed facts or operationally selectable campaign properties,frozen conditional gate-passage probability,PD-f699ab80d3f1a0d9562d28c4,PD-98109def74910fe7065aa1bf,6.0,8.0,14.0,8.0,2.0,0.803,0.963,0.803,0.999,0.999,0.999,0.0,0.02499999999999991,0.7466666666666667,0.746,0.746,4.48,5.968,4.48,robust_target_reached,robust_target_reached,False,paired_robust_candidate_within_tested_envelope,seal_for_targeted_design_evaluation,True,True,True,True,True,True,True,2,2,sealed_scenario_conditioned_candidate_for_targeted_evaluation,prospective design candidate only; not observed evidence and not a guarantee of passage
PP-b7b90eaa4eedaf62b627e1a0,fe17c18b39eb86c6e9f982bd,C_vs_Cp3__path_shares_only,28ecf7e42b861405b6b3,C_vs_Cp3,path_shares_only,fl3_entitled,1.5,0.25,0.8,simulated stress-test axes; not observed facts or operationally selectable campaign properties,frozen conditional gate-passage probability,PD-a4e711c26f3998a1269363a4,PD-260a061100a5633a5e125b94,8.0,8.0,16.0,8.0,0.0,0.958,0.948,0.948,0.999,0.996,0.996,0.0030000000000000027,0.028999999999999915,0.749125,0.755125,0.749125,5.993,6.041,5.993,robust_target_reached,robust_target_reached,False,paired_robust_candidate_within_tested_envelope,seal_for_targeted_design_evaluation,True,True,True,True,True,True,True,3,3,sealed_scenario_conditioned_candidate_for_targeted_evaluation,prospective design candidate only; not observed evidence and not a guarantee of passage
PP-024121f98bc450d2e25ba9d6,fe17c18b39eb86c6e9f982bd,C_vs_Cp3__path_shares_only,28ecf7e42b861405b6b3,C_vs_Cp3,path_shares_only,fl3_entitled,1.5,0.0,0.8,simulated stress-test axes; not observed facts or operationally selectable campaign properties,frozen conditional gate-passage probability,PD-d7f6b5804ec9cffe909d5544,PD-951305b392f66e50c3911b98,8.0,8.0,16.0,8.0,0.0,0.957,0.943,0.943,0.999,0.998,0.998,0.0010000000000000009,0.03699999999999992,0.74925,0.7455,0.7455,5.994,5.964,5.964,robust_target_reached,robust_target_reached,False,paired_robust_candidate_within_tested_envelope,seal_for_targeted_design_evaluation,True,True,True,True,True,True,True,4,4,sealed_scenario_conditioned_candidate_for_targeted_evaluation,prospective design candidate only; not observed evidence and not a guarantee of passage
PP-5422dd6554c8022315373597,fe17c18b39eb86c6e9f982bd,C_vs_Cp3__path_shares_only,28ecf7e42b861405b6b3,C_vs_Cp3,path_shares_only,fl3_entitled,2.0,0.5,0.8,simulated stress-test axes; not observed facts or operationally selectable campaign properties,frozen conditional gate-passage probability,PD-a62c05667660e94b34e7509c,PD-ebdeadf702a42c7da28f286c,8.0,8.0,16.0,8.0,0.0,0.922,0.913,0.913,0.977,0.979,0.977,0.0020000000000000018,0.03200000000000003,0.74925,0.746625,0.746625,5.994,5.973,5.973,robust_target_reached,robust_target_reached,False,paired_robust_candidate_within_tested_envelope,seal_for_targeted_design_evaluation,True,True,True,True,True,True,True,5,5,sealed_scenario_conditioned_candidate_for_targeted_evaluation,prospective design candidate only; not observed evidence and not a guarantee of passage
PP-494d25769e8d04fb1477d3be,fe17c18b39eb86c6e9f982bd,C_vs_Cp3__path_shares_only,28ecf7e42b861405b6b3,C_vs_Cp3,path_shares_only,fl3_entitled,1.0,0.25,0.8,simulated stress-test axes; not observed facts or operationally selectable campaign properties,frozen conditional gate-passage probability,PD-1295bb38aac294709e37112b,PD-ceae48af41678971462630f9,8.0,8.0,16.0,8.0,0.0,0.902,0.898,0.898,0.996,0.993,0.993,0.0030000000000000027,0.035,0.743,0.744375,0.743,5.944,5.955,5.944,robust_target_reached,robust_target_reached,False,paired_robust_candidate_within_tested_envelope,seal_for_targeted_design_evaluation,True,True,True,True,True,True,True,6,6,sealed_scenario_conditioned_candidate_for_targeted_evaluation,prospective design candidate only; not observed evidence and not a guarantee of passage
PP-a1130a67d6829c930c5f45c3,fe17c18b39eb86c6e9f982bd,C_vs_Cp3__path_shares_only,28ecf7e42b861405b6b3,C_vs_Cp3,path_shares_only,fl3_entitled,1.5,0.5,0.8,simulated stress-test axes; not observed facts or operationally selectable campaign properties,frozen conditional gate-passage probability,PD-200fddf3585b703e1ab3e4c6,PD-741f73eff991830becc86642,8.0,8.0,16.0,8.0,0.0,0.899,0.894,0.894,0.968,0.967,0.967,0.0010000000000000009,0.04199999999999998,0.745375,0.75225,0.745375,5.963,6.018,5.963,robust_target_reached,robust_target_reached,False,paired_robust_candidate_within_tested_envelope,seal_for_targeted_design_evaluation,True,True,True,True,True,True,True,7,7,sealed_scenario_conditioned_candidate_for_targeted_evaluation,prospective design candidate only; not observed evidence and not a guarantee of passage
PP-3bfa75868c99d9b0f094fdfe,fe17c18b39eb86c6e9f982bd,C_vs_Cp3__path_shares_only,28ecf7e42b861405b6b3,C_vs_Cp3,path_shares_only,fl3_entitled,1.0,0.0,0.8,simulated stress-test axes; not observed facts or operationally selectable campaign properties,frozen conditional gate-passage probability,PD-20dc06e109e810b2a190a60f,PD-7c640956fc60b7386040701d,8.0,8.0,16.0,8.0,0.0,0.916,0.89,0.89,0.997,0.993,0.993,0.0040000000000000036,0.02300000000000002,0.75125,0.7505,0.7505,6.01,6.004,6.004,robust_target_reached,robust_target_reached,False,paired_robust_candidate_within_tested_envelope,seal_for_targeted_design_evaluation,True,True,True,True,True,True,True,8,8,sealed_scenario_conditioned_candidate_for_targeted_evaluation,prospective design candidate only; not observed evidence and not a guarantee of passage
PP-6dbd1a0d134e7568b2d79ea8,03ef63db7584762143dc3914,three_way__no_window,114bd7932e0008f8ef79,three_way,no_window,fl3_entitlement_capped,1.5,0.25,0.8,simulated stress-test axes; not observed facts or operationally selectable campaign properties,frozen conditional gate-passage probability,PD-48f77630bdce3b4b642c24a7,PD-ea8bf64ae21336e93ff58df4,6.0,10.0,16.0,10.0,4.0,0.82,0.827,0.82,0.998,0.926,0.926,0.07199999999999995,0.06300000000000006,0.7421666666666668,0.4982999999999999,0.4982999999999999,4.453,4.983,4.453,robust_target_reached,robust_target_reached,False,paired_robust_candidate_within_tested_envelope,seal_for_targeted_design_evaluation,True,True,True,True,True,True,True,9,1,sealed_scenario_conditioned_candidate_for_targeted_evaluation,prospective design candidate only; not observed evidence and not a guarantee of passage
PP-1616a263e0689babc6a7bde7,03ef63db7584762143dc3914,three_way__no_window,114bd7932e0008f8ef79,three_way,no_window,fl3_entitlement_capped,2.0,0.25,0.8,simulated stress-test axes; not observed facts or operationally selectable campaign properties,frozen conditional gate-passage probability,PD-b03d5a0b989c6a4152161ab3,PD-c4d7d160887804aa1b8600b1,6.0,10.0,16.0,10.0,4.0,0.819,0.816,0.816,0.999,0.919,0.919,0.07999999999999996,0.04600000000000004,0.747,0.4965,0.4965,4.482,4.965,4.482,robust_target_reached,robust_target_reached,False,paired_robust_candidate_within_tested_envelope,seal_for_targeted_design_evaluation,True,True,True,True,True,True,True,10,2,sealed_scenario_conditioned_candidate_for_targeted_evaluation,prospective design candidate only; not observed evidence and not a guarantee of passage
PP-5c6d50936817816e1ad75406,03ef63db7584762143dc3914,three_way__no_window,114bd7932e0008f8ef79,three_way,no_window,fl3_entitlement_capped,2.0,0.0,0.8,simulated stress-test axes; not observed facts or operationally selectable campaign properties,frozen conditional gate-passage probability,PD-e6e0d5db415b096a817c63ab,PD-061eba19c62c460c9157de68,6.0,10.0,16.0,10.0,4.0,0.838,0.813,0.813,0.998,0.922,0.922,0.07599999999999996,0.03500000000000003,0.7508333333333334,0.4926,0.4926,4.505,4.926,4.505,robust_target_reached,robust_target_reached,False,paired_robust_candidate_within_tested_envelope,seal_for_targeted_design_evaluation,True,True,True,True,True,True,True,11,3,sealed_scenario_conditioned_candidate_for_targeted_evaluation,prospective design candidate only; not observed evidence and not a guarantee of passage
PP-9320dca8146ee4392ff7ab4a,fe17c18b39eb86c6e9f982bd,C_vs_Cp3__path_shares_only,28ecf7e42b861405b6b3,C_vs_Cp3,path_shares_only,fl3_entitled,1.0,0.5,0.8,simulated stress-test axes; not observed facts or operationally selectable campaign properties,frozen conditional gate-passage probability,PD-ed7adaa67b63f64f99dbf332,PD-6ac01fa6e27259bb786ac53d,8.0,8.0,16.0,8.0,0.0,0.85,0.809,0.809,0.943,0.917,0.917,0.025999999999999912,0.039000000000000035,0.744,0.74775,0.744,5.952,5.982,5.952,robust_target_reached,robust_target_reached,False,paired_robust_candidate_within_tested_envelope,seal_for_targeted_design_evaluation,True,True,True,True,True,True,True,12,9,sealed_scenario_conditioned_candidate_for_targeted_evaluation,prospective design candidate only; not observed evidence and not a guarantee of passage
PP-5a2ebc0122ed5f9f36b1722d,03ef63db7584762143dc3914,three_way__no_window,114bd7932e0008f8ef79,three_way,no_window,fl3_entitlement_capped,2.0,0.5,0.8,simulated stress-test axes; not observed facts or operationally selectable campaign properties,frozen conditional gate-passage probability,PD-b4e48da2c9051ab52b59eb5f,PD-66bc7fb2bdc32bf3a7890013,6.0,10.0,16.0,10.0,4.0,0.818,0.808,0.808,0.991,0.922,0.922,0.06899999999999995,0.02200000000000002,0.7551666666666667,0.5035000000000001,0.5035000000000001,4.531,5.035,4.531,robust_target_reached,robust_target_reached,False,paired_robust_candidate_within_tested_envelope,seal_for_targeted_design_evaluation,True,True,True,True,True,True,True,13,4,sealed_scenario_conditioned_candidate_for_targeted_evaluation,prospective design candidate only; not observed evidence and not a guarantee of passage
PP-f8fb3a70d82cef4b2d7ea186,03ef63db7584762143dc3914,three_way__no_window,114bd7932e0008f8ef79,three_way,no_window,fl3_entitlement_capped,1.5,0.0,0.8,simulated stress-test axes; not observed facts or operationally selectable campaign properties,frozen conditional gate-passage probability,PD-7f9643d02569aa714976c1ea,PD-72060a65f2bfa07e96f92e6a,6.0,10.0,16.0,10.0,4.0,0.806,0.818,0.806,0.999,0.927,0.927,0.07199999999999995,0.03299999999999992,0.7414999999999999,0.4982999999999999,0.4982999999999999,4.449,4.983,4.449,robust_target_reached,robust_target_reached,False,paired_robust_candidate_within_tested_envelope,seal_for_targeted_design_evaluation,True,True,True,True,True,True,True,14,5,sealed_scenario_conditioned_candidate_for_targeted_evaluation,prospective design candidate only; not observed evidence and not a guarantee of passage
PP-3187de092b2abd6a4f549abc,fe17c18b39eb86c6e9f982bd,C_vs_Cp3__path_shares_only,28ecf7e42b861405b6b3,C_vs_Cp3,path_shares_only,fl3_entitled,0.75,0.0,0.8,simulated stress-test axes; not observed facts or operationally selectable campaign properties,frozen conditional gate-passage probability,PD-bf08f63e6d2124c4b7090ae7,PD-2a56c73793fdec42af3eefad,8.0,10.0,18.0,10.0,2.0,0.839,0.938,0.839,0.984,0.986,0.984,0.0020000000000000018,0.01899999999999996,0.746875,0.744,0.744,5.975,7.44,5.975,robust_target_reached,robust_target_reached,False,paired_robust_candidate_within_tested_envelope,seal_for_targeted_design_evaluation,True,True,True,True,True,True,True,15,10,sealed_scenario_conditioned_candidate_for_targeted_evaluation,prospective design candidate only; not observed evidence and not a guarantee of passage
PP-76f619572a498ed93df6b83f,fe17c18b39eb86c6e9f982bd,C_vs_Cp3__path_shares_only,28ecf7e42b861405b6b3,C_vs_Cp3,path_shares_only,fl3_entitled,0.75,0.25,0.8,simulated stress-test axes; not observed facts or operationally selectable campaign properties,frozen conditional gate-passage probability,PD-dc00415c5cb6debef47ce536,PD-78f4b7f620781df17233cb62,8.0,10.0,18.0,10.0,2.0,0.839,0.936,0.839,0.985,0.977,0.977,0.008000000000000007,0.041999999999999926,0.741125,0.7413000000000001,0.741125,5.929,7.413,5.929,robust_target_reached,robust_target_reached,False,paired_robust_candidate_within_tested_envelope,seal_for_targeted_design_evaluation,True,True,True,True,True,True,True,16,11,sealed_scenario_conditioned_candidate_for_targeted_evaluation,prospective design candidate only; not observed evidence and not a guarantee of passage
PP-cf73f56aaea3a0afac2b16ae,03ef63db7584762143dc3914,three_way__no_window,114bd7932e0008f8ef79,three_way,no_window,fl3_entitlement_capped,0.75,0.25,0.8,simulated stress-test axes; not observed facts or operationally selectable campaign properties,frozen conditional gate-passage probability,PD-611b9188f6cb33bb38308626,PD-49d402427af5307567131ed5,8.0,10.0,18.0,10.0,2.0,0.952,0.815,0.815,0.997,0.918,0.918,0.07899999999999996,0.03799999999999992,0.748375,0.5,0.5,5.987,5.0,5.0,robust_target_reached,robust_target_reached,False,paired_robust_candidate_within_tested_envelope,seal_for_targeted_design_evaluation,True,True,True,True,True,True,True,17,6,sealed_scenario_conditioned_candidate_for_targeted_evaluation,prospective design candidate only; not observed evidence and not a guarantee of passage
PP-bf628a612740758145abcbe8,03ef63db7584762143dc3914,three_way__no_window,114bd7932e0008f8ef79,three_way,no_window,fl3_entitlement_capped,1.0,0.0,0.8,simulated stress-test axes; not observed facts or operationally selectable campaign properties,frozen conditional gate-passage probability,PD-9eaadd2fd59a7b1027db3ecd,PD-536369866d80d9e8bc4f7847,8.0,10.0,18.0,10.0,2.0,0.968,0.808,0.808,0.998,0.917,0.917,0.08099999999999996,0.04700000000000004,0.75025,0.4941,0.4941,6.002,4.941,4.941,robust_target_reached,robust_target_reached,False,paired_robust_candidate_within_tested_envelope,seal_for_targeted_design_evaluation,True,True,True,True,True,True,True,18,7,sealed_scenario_conditioned_candidate_for_targeted_evaluation,prospective design candidate only; not observed evidence and not a guarantee of passage
PP-ced167cf5636b666fa4cea1e,03ef63db7584762143dc3914,three_way__no_window,114bd7932e0008f8ef79,three_way,no_window,fl3_entitlement_capped,1.0,0.25,0.8,simulated stress-test axes; not observed facts or operationally selectable campaign properties,frozen conditional gate-passage probability,PD-f1ec5494bd92c85d84fe1ddd,PD-c0512dc5f0c27d95f0f14885,8.0,10.0,18.0,10.0,2.0,0.96,0.805,0.805,1.0,0.924,0.924,0.07599999999999996,0.04299999999999998,0.74075,0.4921999999999999,0.4921999999999999,5.926,4.922,4.922,robust_target_reached,robust_target_reached,False,paired_robust_candidate_within_tested_envelope,seal_for_targeted_design_evaluation,True,True,True,True,True,True,True,19,8,sealed_scenario_conditioned_candidate_for_targeted_evaluation,prospective design candidate only; not observed evidence and not a guarantee of passage
PP-42d0789db1df2e8a4433d4f0,03ef63db7584762143dc3914,three_way__no_window,114bd7932e0008f8ef79,three_way,no_window,fl3_entitlement_capped,0.75,0.0,0.8,simulated stress-test axes; not observed facts or operationally selectable campaign properties,frozen conditional gate-passage probability,PD-963c5a6a478facc68337c31d,PD-872ee864aea56a19039fec83,8.0,10.0,18.0,10.0,2.0,0.954,0.802,0.802,0.999,0.905,0.905,0.09399999999999997,0.02400000000000002,0.75125,0.5016,0.5016,6.01,5.016,5.016,robust_target_reached,robust_target_reached,False,paired_robust_candidate_within_tested_envelope,seal_for_targeted_design_evaluation,True,True,True,True,True,True,True,20,9,sealed_scenario_conditioned_candidate_for_targeted_evaluation,prospective design candidate only; not observed evidence and not a guarantee of passage
PP-c21f7f4a0d25d018f14d8196,03ef63db7584762143dc3914,three_way__no_window,114bd7932e0008f8ef79,three_way,no_window,fl3_entitlement_capped,1.5,0.5,0.8,simulated stress-test axes; not observed facts or operationally selectable campaign properties,frozen conditional gate-passage probability,PD-6718c88825a06fb7b9807b50,PD-a90d6848e3eebd2f097a7641,8.0,12.0,20.0,12.0,4.0,0.935,0.912,0.912,0.983,0.912,0.912,0.07099999999999995,0.03400000000000003,0.749875,0.4990833333333333,0.4990833333333333,5.999,5.989,5.989,robust_target_reached,robust_target_reached,False,paired_robust_candidate_within_tested_envelope,seal_for_targeted_design_evaluation,True,True,True,True,True,True,True,21,10,sealed_scenario_conditioned_candidate_for_targeted_evaluation,prospective design candidate only; not observed evidence and not a guarantee of passage
PP-e509aa8d1154cfbd2def1b96,03ef63db7584762143dc3914,three_way__no_window,114bd7932e0008f8ef79,three_way,no_window,fl3_entitlement_capped,0.5,0.0,0.8,simulated stress-test axes; not observed facts or operationally selectable campaign properties,frozen conditional gate-passage probability,PD-34ad33c5aa64b6cc15535deb,PD-8d0cdf5acde6980957a0d262,8.0,12.0,20.0,12.0,4.0,0.897,0.895,0.895,0.994,0.895,0.895,0.09899999999999998,0.04099999999999998,0.748125,0.5020833333333333,0.5020833333333333,5.985,6.025,5.985,robust_target_reached,robust_target_reached,False,paired_robust_candidate_within_tested_envelope,seal_for_targeted_design_evaluation,True,True,True,True,True,True,True,22,11,sealed_scenario_conditioned_candidate_for_targeted_evaluation,prospective design candidate only; not observed evidence and not a guarantee of passage
PP-77eb0cc296f9f1711c7450ff,03ef63db7584762143dc3914,three_way__no_window,114bd7932e0008f8ef79,three_way,no_window,fl3_entitlement_capped,1.0,0.5,0.8,simulated stress-test axes; not observed facts or operationally selectable campaign properties,frozen conditional gate-passage probability,PD-199cc3fbd7df25b9ca692eea,PD-724ba03d66f6f8d6f1a22bc3,8.0,12.0,20.0,12.0,4.0,0.915,0.892,0.892,0.977,0.892,0.892,0.08499999999999996,0.025000000000000022,0.7435,0.4972499999999999,0.4972499999999999,5.948,5.967,5.948,robust_target_reached,robust_target_reached,False,paired_robust_candidate_within_tested_envelope,seal_for_targeted_design_evaluation,True,True,True,True,True,True,True,23,12,sealed_scenario_conditioned_candidate_for_targeted_evaluation,prospective design candidate only; not observed evidence and not a guarantee of passage
PP-bf2a8f6e81e24a76f927ee36,03ef63db7584762143dc3914,three_way__no_window,114bd7932e0008f8ef79,three_way,no_window,fl3_entitlement_capped,0.5,0.25,0.8,simulated stress-test axes; not observed facts or operationally selectable campaign properties,frozen conditional gate-passage probability,PD-ebdb9e038eef8c5c60de7e9d,PD-bd649862198fc806f3203dec,8.0,12.0,20.0,12.0,4.0,0.895,0.88,0.88,0.987,0.88,0.88,0.10699999999999998,0.03699999999999992,0.743125,0.4991666666666667,0.4991666666666667,5.945,5.99,5.945,robust_target_reached,robust_target_reached,False,paired_robust_candidate_within_tested_envelope,seal_for_targeted_design_evaluation,True,True,True,True,True,True,True,24,13,sealed_scenario_conditioned_candidate_for_targeted_evaluation,prospective design candidate only; not observed evidence and not a guarantee of passage
PP-30e77937f5d98cbf066468d1,fe17c18b39eb86c6e9f982bd,C_vs_Cp3__path_shares_only,28ecf7e42b861405b6b3,C_vs_Cp3,path_shares_only,fl3_entitled,0.75,0.5,0.8,simulated stress-test axes; not observed facts or operationally selectable campaign properties,frozen conditional gate-passage probability,PD-51099369f57e9e5e65097cd9,PD-e08bdefd7a7edd99f77d89b4,10.0,10.0,20.0,10.0,0.0,0.859,0.852,0.852,0.906,0.904,0.904,0.0020000000000000018,0.025000000000000022,0.7464999999999999,0.7471,0.7464999999999999,7.465,7.471,7.465,robust_target_reached,robust_target_reached,False,paired_robust_candidate_within_tested_envelope,seal_for_targeted_design_evaluation,True,True,True,True,True,True,True,25,12,sealed_scenario_conditioned_candidate_for_targeted_evaluation,prospective design candidate only; not observed evidence and not a guarantee of passage
PP-a65adf32dee4acf4ae5f4743,03ef63db7584762143dc3914,three_way__no_window,114bd7932e0008f8ef79,three_way,no_window,fl3_entitlement_capped,0.75,0.5,0.8,simulated stress-test axes; not observed facts or operationally selectable campaign properties,frozen conditional gate-passage probability,PD-af195829f8bcf0fa53d234bd,PD-e5f7f8fd2c3df5946da1a3c0,8.0,12.0,20.0,12.0,4.0,0.874,0.85,0.85,0.949,0.85,0.85,0.09899999999999998,0.03600000000000003,0.747125,0.4996666666666667,0.4996666666666667,5.977,5.996,5.977,robust_target_reached,robust_target_reached,False,paired_robust_candidate_within_tested_envelope,seal_for_targeted_design_evaluation,True,True,True,True,True,True,True,26,14,sealed_scenario_conditioned_candidate_for_targeted_evaluation,prospective design candidate only; not observed evidence and not a guarantee of passage
PP-51ad11c6532223eeeb48b967,fe17c18b39eb86c6e9f982bd,C_vs_Cp3__path_shares_only,28ecf7e42b861405b6b3,C_vs_Cp3,path_shares_only,fl3_entitled,0.5,0.25,0.8,simulated stress-test axes; not observed facts or operationally selectable campaign properties,frozen conditional gate-passage probability,PD-dcb4603206905f445105d632,PD-8645bec9365a956616636178,10.0,10.0,20.0,10.0,0.0,0.829,0.805,0.805,0.92,0.898,0.898,0.02200000000000002,0.03700000000000003,0.7457,0.745,0.745,7.457,7.45,7.45,robust_target_reached,robust_target_reached,False,paired_robust_candidate_within_tested_envelope,seal_for_targeted_design_evaluation,True,True,True,True,True,True,True,27,13,sealed_scenario_conditioned_candidate_for_targeted_evaluation,prospective design candidate only; not observed evidence and not a guarantee of passage
PP-9645807ea9dc10d7f9d03a8f,fe17c18b39eb86c6e9f982bd,C_vs_Cp3__path_shares_only,28ecf7e42b861405b6b3,C_vs_Cp3,path_shares_only,fl3_entitled,0.5,0.0,0.8,simulated stress-test axes; not observed facts or operationally selectable campaign properties,frozen conditional gate-passage probability,PD-9c8e3200ebbca5ef4995fb2a,PD-59e6f26b577d814000061795,10.0,10.0,20.0,10.0,0.0,0.822,0.802,0.802,0.923,0.908,0.908,0.015000000000000013,0.046999999999999986,0.748,0.7466999999999999,0.7466999999999999,7.48,7.467,7.467,robust_target_reached,robust_target_reached,False,paired_robust_candidate_within_tested_envelope,seal_for_targeted_design_evaluation,True,True,True,True,True,True,True,28,14,sealed_scenario_conditioned_candidate_for_targeted_evaluation,prospective design candidate only; not observed evidence and not a guarantee of passage
PP-00bce333414cbfe83bc3f9ad,fe17c18b39eb86c6e9f982bd,C_vs_Cp3__path_shares_only,28ecf7e42b861405b6b3,C_vs_Cp3,path_shares_only,fl3_entitled,0.5,0.5,0.8,simulated stress-test axes; not observed facts or operationally selectable campaign properties,frozen conditional gate-passage probability,PD-7e4c834162b5887418a766a7,PD-a97ba0e1f15d70a91e04c2bb,12.0,12.0,24.0,12.0,0.0,0.811,0.822,0.811,0.811,0.822,0.811,0.010999999999999899,0.04400000000000001,0.7465,0.75425,0.7465,8.958,9.051,8.958,robust_target_reached,robust_target_reached,False,paired_robust_candidate_within_tested_envelope,seal_for_targeted_design_evaluation,True,True,True,True,True,True,True,29,15,sealed_scenario_conditioned_candidate_for_targeted_evaluation,prospective design candidate only; not observed evidence and not a guarantee of passage
PP-f1c3566cea197eef9083f127,fe17c18b39eb86c6e9f982bd,C_vs_Cp3__path_shares_only,28ecf7e42b861405b6b3,C_vs_Cp3,path_shares_only,fl3_entitled,2.0,0.0,0.9,simulated stress-test axes; not observed facts or operationally selectable campaign properties,frozen conditional gate-passage probability,PD-0b2b506bbdad1a685ec623cc,PD-e5a18acfa647ecc55069dfbf,8.0,8.0,16.0,8.0,0.0,0.963,0.973,0.963,1.0,1.0,1.0,0.0,0.02400000000000002,0.748,0.755,0.748,5.984,6.04,5.984,robust_target_reached,robust_target_reached,False,paired_robust_candidate_within_tested_envelope,seal_for_targeted_design_evaluation,True,True,True,True,True,True,True,1,1,sealed_scenario_conditioned_candidate_for_targeted_evaluation,prospective design candidate only; not observed evidence and not a guarantee of passage
